R7179,R9641
R220,R6952
R13738,R15243
R4619,R6053
R12252,R8511
R12327,R16251
R11514,R14832
R8598,R9954
R14486,R15997
R1577,R4024
R12300,R14319
R13133,R15091
R3965,R5351
R12452,R14420
R10289,R11630
R6123,R7070
R4429,R8219
R11043,R11568
R14478,R7672
R1724,R2674
R16115,R16466
R7429,R9405
R2217,R279
R3663,R8483
R10344,R3078
R12719,R16168
R2874,R3864
R11670,R9346
R10228,R8712
R11030,R15893
R10399,R7903
R10117,R11463
R1246,R8014
R14692,R16520
R13810,R9173
R13663,R7737
R11253,R12613
R14320,R16511
R8247,R9659
R14306,R15077
R11460,R9614
R2192,R4601
R11135,R9767
R3900,R9726
R10634,R8749
R15160,R17219
R11823,R341
R6949,R9393
R12771,R13210
R10534,R11442
R12311,R14325
R11610,R5396
R5384,R8327
R15799,R17459
R2778,R873
R1183,R3656
R10295,R6407
R2049,R4965
R10853,R9956
R15176,R9708
R15182,R16315
R3948,R7287
R3702,R8479
R10787,R6922
R11653,R13770
R3842,R5198
R11287,R9398
R3802,R866
R3211,R5091
R13365,R14918
R15626,R17321
R11621,R13340
R11745,R15005
R6196,R7661
R11298,R17082
R2096,R4522
R5050,R5513
R10477,R9024
R13636,R9199
R7220,R995
R10373,R16442
R13858,R14592
R5658,R8556
R2382,R4907
R10431,R8493
R11280,R13433
R3888,R6310
R16442,R17096
R8534,R9386
R8879,R9425
R2234,R345
R14194,R15302
R10202,R9190
R5655,R7571
R11212,R14146
R11664,R9854
R11675,R13388
R13603,R7638
R13785,R17027
R14158,R16375
R12638,R14176
R13581,R16573
R4707,R7616
R5725,R8103
R12827,R17295
R10766,R5944
R2557,R4044
R13881,R15411
R3893,R4413
R10773,R9369
R1975,R5305
R11588,R12898
R10615,R9213
R2556,R4050
R6568,R7533
R13574,R14376
R13050,R14551
R11789,R12698
R4328,R8161
R11087,R15946
R2553,R6346
R12343,R6194
R7254,R9682
R4075,R8411
R15590,R9203
R5777,R6326
R2633,R5531
R15,R3876
R11499,R14047
R10769,R13789
R5489,R7907
R11962,R3454
R2648,R5573
R10674,R3420
R7701,R9712
R14434,R6809
R10812,R11721
R13193,R15872
R5049,R8639
R7913,R9402
R10470,R11342
R8395,R9940
R8715,R9700
R11720,R9923
R1852,R4317
R14986,R17371
R3408,R4348
R2409,R4382
R11208,R12107
R4751,R7633
R2504,R767
R2239,R6562
R11104,R12866
R11515,R8776
R3194,R5586
R4388,R7242
R4816,R53
R12686,R16155
R5460,R6404
R16151,R7519
R11998,R14848
R10529,R10942
R6082,R7474
R6601,R800
R10336,R12171
R1154,R4534
R10974,R11885
R11521,R14819
R1367,R3349
R12688,R7513
R5594,R9012
R10893,R7003
R4936,R5889
R11026,R1395
R6518,R9481
R11890,R8602
R5237,R6205
R7124,R7649
R4001,R8348
R2760,R4679
R1575,R4031
R7465,R9458
R8917,R9920
R5298,R8903
R4008,R4457
R14815,R15562
R11235,R8429
R7274,R8273
R11528,R12421
R13909,R16798
R7089,R8552
R5340,R6718
R1240,R2188
R12639,R14943
R12581,R17093
R1569,R3540
R10769,R16399
R14230,R14610
R10743,R13752
R5151,R5636
R12332,R17503
R16323,R17537
R13886,R14635
R3044,R7355
R1464,R492
R17146,R17594
R14012,R14364
R1929,R556
R15780,R16480
R10233,R16631
R1982,R2887
R5834,R9711
R11560,R7272
R1592,R2115
R13212,R13969
R4800,R7187
R5154,R8047
R14180,R16053
R1549,R3991
R2025,R4056
R3171,R3686
R13863,R16780
R13111,R13895
R13274,R13697
R4088,R7415
R13037,R16044
R2892,R4350
R11894,R14670
R2932,R4813
R11051,R12889
R10931,R15797
R10138,R11067
R13858,R16050
R11370,R9034
R593,R8798
R14111,R15970
R168,R5928
R10118,R6197
R3695,R5580
R16026,R16720
R12240,R9482
R5925,R8859
R12729,R15838
R5727,R6915
R3652,R5662
R3023,R4464
R10532,R14322
R3720,R5608
R14797,R15555
R11745,R13864
R10867,R14235
R10338,R13813
R11298,R15333
R11070,R7303
R15169,R16602
R13867,R8971
R13249,R5273
R13948,R17170
R2222,R337
R6461,R8885
R4370,R7687
R10117,R12790
R7068,R8054
R7783,R9731
R12328,R5568
R11521,R12425
R15088,R17154
R13070,R16454
R10632,R5874
R13926,R14293
R4253,R6214
R14090,R14865
R10216,R5170
R11845,R13567
R3993,R6847
R3358,R5809
R16058,R9441
R3071,R5953
R14912,R5921
R15392,R7983
R16684,R17323
R4395,R9700
R13293,R9263
R1476,R83
R11743,R8916
R6944,R8869
R14766,R16271
R10806,R15710
R14893,R7860
R4932,R8799
R2502,R5908
R15430,R17149
R3596,R876
R12159,R13853
R16008,R17453
R13014,R14203
R3446,R5863
R1991,R2957
R3453,R556
R12742,R14318
R10404,R4118
R11377,R13557
R12793,R13602
R1632,R6933
R12883,R14056
R5803,R8181
R4291,R5703
R11647,R6903
R11426,R5191
R14782,R16592
R3281,R3283
R13977,R13978
R14080,R6276
R12938,R4017
R14052,R8303
R10357,R8431
R11230,R12154
R11256,R15689
R16619,R8217
R13119,R15060
R15932,R17284
R2120,R7945
R1496,R4383
R10805,R9870
R14708,R8557
R3080,R9440
R15560,R16978
R6669,R8621
R14156,R16022
R10373,R12198
R16710,R17561
R5120,R9990
R14213,R8900
R7614,R8495
R12277,R14674
R10989,R12793
R12249,R12690
R7139,R9150
R12776,R17182
R1919,R3361
R4962,R7847
R5294,R7268
R3468,R5381
R2380,R64
R4738,R7142
R10825,R11291
R2159,R6042
R13050,R13849
R10569,R13595
R5438,R6398
R14884,R15249
R7225,R9660
R1272,R1756
R2909,R5783
R1867,R4319
R11750,R8969
R5850,R9716
R11869,R8615
R4456,R5416
R1485,R92
R12126,R16756
R12890,R9698
R11063,R7778
R2019,R592
R4703,R5160
R13580,R15119
R10763,R12979
R8998,R9982
R1036,R118
R1267,R4654
R10948,R13954
R13371,R14162
R5940,R8367
R1714,R6509
R5130,R8546
R15345,R8417
R412,R9621
R13804,R16081
R12982,R14222
R15196,R9274
R3544,R6885
R2695,R5105
R10068,R9572
R5065,R687
R12965,R15265
R10003,R6986
R3132,R681
R6643,R7616
R12224,R16104
R1547,R1548
R13471,R9458
R2276,R8082
R2552,R7859
R12871,R9757
R10668,R9250
R14971,R9422
R11584,R7767
R10228,R9265
R10266,R8813
R3826,R5199
R16275,R8662
R2254,R2741
R14092,R16864
R10317,R8828
R1176,R2154
R13786,R8382
R1010,R1011
R14582,R15702
R1071,R137
R1762,R6140
R14814,R15199
R7395,R9410
R14945,R17158
R2063,R3561
R12103,R7882
R3645,R5069
R15901,R9659
R3503,R4933
R15692,R17057
R2843,R5217
R1619,R668
R10478,R5142
R2967,R503
R14599,R9872
R2172,R3182
R6831,R9805
R1882,R5354
R1657,R3267
R13059,R15744
R6481,R9464
R6790,R7733
R6052,R7517
R10064,R11412
R6620,R9103
R6582,R9067
R13765,R14911
R1488,R2926
R3749,R5153
R11163,R8334
R13149,R14311
R3205,R7484
R11385,R13565
R13047,R13836
R14176,R8873
R5100,R7023
R12480,R6754
R1200,R4619
R1341,R2788
R2748,R5651
R14282,R16814
R14808,R15552
R13429,R14571
R10650,R9668
R5362,R7697
R7536,R8543
R3372,R5812
R11929,R9171
R1435,R2380
R11536,R13258
R10494,R6102
R2425,R951
R11424,R12333
R6699,R9171
R10141,R7684
R11307,R8468
R7485,R9018
R12598,R17073
R5730,R8148
R585,R9329
R3136,R5543
R10095,R11905
R2148,R6971
R13274,R9668
R16901,R17195
R11724,R12637
R13600,R14361
R14705,R15455
R135,R4915
R5991,R7390
R13952,R14698
R12184,R14200
R4479,R8355
R2807,R9093
R13091,R7004
R14979,R16436
R11034,R8052
R13897,R16418
R10930,R11817
R4123,R5070
R3216,R8111
R10057,R7662
R12826,R14416
R2845,R9576
R5508,R659
R12522,R7809
R13015,R6133
R12956,R8847
R5263,R7669
R1386,R2364
R10094,R6166
R12665,R13485
R12452,R13696
R10664,R3391
R14943,R15302
R11026,R4060
R4791,R7183
R4179,R5577
R72,R968
R11249,R8937
R5191,R6154
R12763,R13615
R11069,R9238
R11473,R4316
R3313,R7124
R12075,R12968
R10876,R6528
R6282,R6804
R10776,R14918
R13632,R4778
R11515,R9784
R13921,R9986
R12592,R7442
R5945,R8841
R8237,R9656
R12589,R9390
R2286,R7588
R13103,R17127
R12912,R15096
R2210,R6520
R4920,R9298
R3476,R6813
R13620,R1395
R13941,R16841
R8132,R9144
R10143,R12541
R4457,R9792
R10940,R6119
R6560,R7536
R5969,R9402
R10281,R12515
R15626,R16357
R9326,R9821
R13451,R16775
R13358,R14898
R8503,R9977
R11074,R5805
R11057,R7687
R2310,R7600
R15099,R16244
R13398,R13821
R12213,R8465
R12147,R8905
R14508,R16694
R5483,R7920
R1287,R2254
R11736,R14172
R13166,R14763
R5180,R7567
R10301,R8835
R10005,R7513
R5877,R7211
R4919,R8793
R1952,R5331
R12057,R9821
R10036,R4666
R11595,R13718
R10368,R11230
R12501,R8788
R10986,R14725
R4900,R7731
R12261,R13497
R14889,R15252
R12077,R16035
R4935,R6853
R11292,R8455
R4948,R5441
R13272,R15593
R10047,R11832
R15094,R16511
R13508,R9988
R6513,R9492
R11768,R8490
R12751,R7564
R10588,R11428
R14494,R14875
R2127,R4543
R11311,R16104
R15466,R16188
R1398,R2366
R12895,R13682
R11804,R9027
R11799,R17131
R5939,R605
R4877,R9705
R12633,R16405
R16666,R17314
R11633,R15979
R7074,R8070
R2624,R3105
R11353,R9984
R2099,R2605
R2915,R7690
R11356,R13496
R434,R8174
R13323,R16686
R10742,R12527
R4330,R6211
R12201,R15010
R3841,R5687
R14680,R9527
R16875,R17174
R4642,R7981
R1816,R3826
R1951,R3915
R8160,R9155
R4536,R9894
R10302,R7362
R11411,R13609
R7834,R9293
R3162,R763
R12186,R9409
R5753,R6724
R12871,R4882
R10597,R11469
R2302,R3317
R13317,R4410
R10935,R9081
R12222,R13864
R3564,R5464
R1890,R5872
R11539,R6276
R3233,R6556
R10478,R8542
R11482,R15525
R13382,R14896
R12606,R7428
R13473,R14241
R3413,R6279
R7451,R9952
R8881,R9892
R11443,R9095
R2568,R5039
R4391,R942
R4863,R6332
R8914,R9922
R13684,R15945
R1248,R4606
R10593,R3335
R10112,R11459
R12875,R9783
R5152,R8548
R11291,R8724
R2009,R2998
R10910,R12227
R1287,R8567
R13565,R15078
R5875,R7792
R11548,R4372
R10404,R8953
R12789,R14378
R5141,R9047
R10443,R9026
R3526,R4914
R10203,R10204
R4244,R7606
R12320,R15449
R10721,R8319
R11683,R14185
R4036,R584
R2007,R3502
R1406,R8215
R4532,R7953
R14663,R16479
R6128,R8053
R14553,R17102
R9960,R9961
R10684,R17267
R1894,R519
R2406,R95
R16258,R16883
R11336,R15387
R13459,R13846
R1994,R531
R13741,R17326
R15670,R16388
R3397,R5334
R521,R6257
R3052,R4042
R12752,R15831
R5909,R9815
R6029,R698
R10524,R13559
R13094,R7016
R2828,R4271
R1563,R5940
R15734,R17096
R10780,R14521
R6558,R9049
R14012,R17176
R10665,R11571
R7602,R9589
R16936,R17233
R11123,R7747
R10292,R3481
R1830,R4251
R10502,R9557
R2543,R4052
R11761,R8456
R14623,R8955
R3456,R5269
R6517,R9013
R10742,R11619
R13858,R17097
R14090,R15620
R11805,R6996
R13703,R6821
R12653,R9952
R13065,R8974
R14090,R16997
R10877,R8523
R6832,R8341
R4255,R9970
R10550,R12353
R4515,R631
R1952,R3467
R1783,R2959
R6951,R8919
R10601,R11026
R10995,R11890
R1212,R2669
R3968,R5830
R14019,R15538
R11505,R7254
R3520,R4834
R2222,R6100
R256,R3146
R1867,R2864
R10821,R14953
R10384,R13044
R5825,R9756
R3543,R4502
R10303,R12114
R14801,R15565
R11334,R6510
R6307,R7796
R12355,R13184
R11039,R2985
R15675,R8378
R10852,R8958
R8558,R9561
R11548,R6730
R5927,R6888
R15726,R17095
R11161,R12051
R4700,R9079
R11098,R8723
R548,R7750
R3232,R6562
R11093,R11970
R15426,R8547
R4862,R944
R13920,R15783
R10486,R5140
R13209,R13975
R13772,R16716
R13516,R15402
R13062,R16466
R4693,R5642
R4336,R4893
R12836,R16268
R3946,R7772
R3606,R6952
R242,R2568
R10788,R347
R10404,R5526
R1350,R2312
R10427,R7993
R10343,R5980
R16275,R9169
R10405,R11749
R14670,R17508
R3589,R672
R1575,R4961
R11337,R6062
R14073,R15200
R10047,R14329
R15803,R16500
R3786,R7126
R11191,R6377
R3504,R7342
R14631,R6543
R7425,R8893
R8950,R9454
R4696,R7066
R15040,R16149
R10326,R8786
R13607,R6172
R13730,R7672
R11953,R9069
R12636,R16420
R15394,R17587
R16857,R17168
R13804,R17576
R10935,R6117
R3820,R8092
R17075,R17569
R14186,R6469
R12245,R8505
R12469,R17274
R13987,R15106
R2488,R5301
R1178,R9442
R2071,R8365
R11052,R12862
R5049,R7390
R16130,R17126
R14986,R16443
R13124,R15804
R11810,R13940
R11817,R15073
R5127,R8033
R7661,R8599
R4969,R6412
R3991,R5430
R10951,R13140
R5028,R9862
R1670,R268
R220,R5491
R434,R5745
R12901,R14463
R11827,R12717
R16559,R17217
R7329,R9299
R2911,R7703
R6483,R7463
R16890,R17500
R4444,R7195
R12566,R13360
R11774,R7024
R11000,R11870
R12754,R14699
R6011,R9419
R14097,R7797
R12857,R9659
R14225,R14957
R10173,R7282
R11320,R12221
R1187,R5060
R11109,R14385
R11337,R7998
R12936,R13729
R11587,R16339
R1052,R5413
R11127,R12033
R15444,R16874
R6259,R6771
R13494,R13897
R478,R7233
R10054,R4696
R5066,R8968
R5396,R7344
R15005,R9944
R7227,R8264
R8412,R8907
R7593,R8130
R13267,R14828
R10037,R12746
R10583,R9583
R9127,R9128
R15835,R17160
R9356,R9852
R14451,R17286
R6306,R7231
R10201,R5343
R5715,R6674
R12772,R8624
R3566,R6874
R3156,R4631
R10478,R11364
R2874,R4782
R16575,R17509
R13359,R14911
R7461,R7957
R12662,R8970
R6877,R7351
R12349,R9588
R2898,R4342
R8459,R9963
R8214,R8776
R624,R6342
R2713,R9040
R12828,R7243
R3335,R4778
R2837,R4769
R7719,R9250
R1882,R3401
R6130,R9085
R13403,R8898
R11518,R12826
R12773,R6617
R1209,R6066
R12779,R14762
R14161,R14534
R2702,R4606
R1967,R2987
R14675,R16163
R10839,R16407
R14766,R15521
R6027,R9451
R6294,R9682
R5515,R6429
R5443,R618
R1320,R2856
R11363,R12718
R2977,R5291
R15125,R9598
R3330,R9155
R8248,R9180
R10644,R15200
R12407,R8733
R7295,R9755
R1016,R77
R11198,R7379
R15009,R8465
R3764,R6606
R11914,R13220
R6235,R8208
R12029,R12485
R10868,R12202
R6080,R7029
R10665,R15205
R13514,R15033
R15038,R16138
R2994,R95
R11331,R12254
R203,R2114
R10644,R14459
R2054,R3039
R3155,R5562
R1951,R6749
R12325,R13211
R3927,R5850
R1691,R2684
R11055,R12560
R2142,R257
R7975,R9481
R14246,R15405
R2630,R4571
R12627,R8453
R10703,R8788
R11564,R14084
R3071,R606
R4183,R6530
R11519,R7798
R10949,R9083
R6182,R7600
R11307,R12651
R4637,R8481
R2866,R5256
R10930,R13938
R10142,R14396
R4422,R7277
R3691,R8999
R14425,R6758
R10340,R5489
R14306,R15826
R1839,R9089
R2239,R3715
R4049,R9839
R13441,R15338
R15243,R9302
R2369,R5317
R7693,R983
R13133,R15805
R13579,R4753
R2047,R3041
R13380,R16022
R15592,R16964
R347,R6946
R3647,R700
R7689,R8705
R13806,R8918
R11063,R9763
R14147,R16712
R15610,R9767
R1411,R2988
R15002,R17417
R3375,R4819
R13631,R16652
R11757,R16456
R2515,R5393
R12651,R8468
R10109,R16213
R12402,R15933
R1801,R7643
R13434,R16091
R11146,R12486
R6486,R8462
R12706,R13905
R2386,R3900
R2941,R942
R6628,R7643
R10493,R4645
R10372,R14223
R5643,R6584
R13470,R17371
R14909,R17347
R2407,R4386
R5817,R6274
R5024,R8899
R6495,R9454
R4346,R5814
R14866,R9675
R12113,R9376
R10038,R7584
R15867,R16242
R10766,R3044
R12884,R8765
R10624,R9177
R8060,R9058
R6451,R7395
R2602,R3851
R2370,R4667
R12988,R14190
R15177,R16636
R4790,R6687
R2510,R5914
R7048,R9050
R11006,R8144
R12296,R9553
R10669,R13648
R2813,R7650
R12456,R12882
R4146,R8527
R11197,R14916
R6337,R7822
R12861,R8183
R8646,R9578
R5446,R8365
R4730,R7137
R4870,R5373
R6537,R8509
R4420,R6238
R1534,R2514
R10919,R11815
R12815,R7076
R11546,R14822
R11324,R15794
R10559,R4766
R7277,R8246
R6507,R7468
R4230,R6115
R15906,R16623
R1546,R3564
R13091,R9970
R5659,R5660
R12373,R14716
R12934,R13754
R5860,R6786
R7646,R8628
R10219,R11062
R13745,R14882
R4973,R7868
R14182,R16422
R1049,R3483
R3489,R7318
R4870,R7229
R11621,R8801
R11209,R7358
R4230,R7101
R12250,R8989
R14494,R16356
R4535,R5990
R11600,R7215
R11751,R14624
R7943,R9429
R6705,R9194
R10361,R12144
R6367,R9792
R3940,R4886
R14092,R15448
R10099,R16916
R3293,R7108
R8267,R8768
R2268,R5659
R14376,R7651
R10804,R14548
R2683,R4623
R2248,R3269
R4742,R5721
R13819,R16439
R12362,R14377
R13587,R8594
R13927,R17148
R3409,R4859
R10428,R4616
R11194,R12103
R5024,R9399
R14622,R17408
R14665,R15761
R13003,R9927
R10674,R8184
R13940,R14686
R15837,R16532
R15200,R8699
R3015,R3512
R1014,R4338
R4653,R8041
R10920,R4199
R6172,R9135
R12304,R12849
R1817,R5217
R11467,R11925
R13674,R8685
R10173,R3454
R15492,R17508
R8777,R9759
R1309,R3320
R1867,R430
R6681,R9096
R484,R5867
R7662,R8553
R1942,R4351
R10617,R13253
R12621,R17545
R11870,R12762
R11705,R12598
R11646,R5450
R3972,R5275
R3396,R7748
R8529,R9472
R15166,R8776
R10559,R6614
R6110,R7058
R1676,R726
R13763,R15677
R13167,R14763
R10520,R17468
R11261,R12161
R10285,R2033
R15185,R17261
R2620,R9907
R1039,R3517
R10599,R8172
R15541,R16327
R8842,R9841
R1024,R5302
R13304,R13727
R6252,R7289
R1159,R231
R12137,R13403
R10203,R3470
R11264,R16417
R10315,R12082
R13336,R14867
R2826,R7169
R3296,R6648
R3363,R9737
R13456,R9886
R1848,R6298
R10770,R3559
R1126,R204
R10524,R9066
R3803,R5236
R1251,R4593
R10946,R12311
R12444,R5363
R1342,R8597
R3809,R6188
R6023,R7963
R6953,R8937
R10221,R14062
R10235,R11592
R12718,R7535
R3771,R821
R4616,R7026
R6237,R7225
R8179,R8725
R4793,R5750
R13590,R16226
R14563,R17074
R13692,R16963
R10566,R13987
R14851,R17310
R11370,R7533
R698,R9960
R10608,R8685
R11822,R12287
R643,R7407
R10337,R14374
R4916,R6857
R12488,R14086
R13500,R7505
R12669,R16104
R7143,R9634
R6532,R8020
R4338,R7746
R11940,R9772
R8407,R8880
R2830,R3814
R7119,R8085
R8288,R9702
R10749,R9362
R13961,R14722
R1273,R7567
R3858,R5187
R3423,R4372
R11795,R9473
R14183,R14184
R4679,R794
R296,R3697
R4310,R4760
R13853,R7544
R11304,R14243
R2087,R5511
R2309,R2847
R1754,R8061
R10701,R13719
R10628,R14420
R1157,R2111
R10722,R13335
R16113,R16792
R13567,R7562
R4518,R5481
R5150,R8575
R4620,R723
R11127,R9733
R2800,R3832
R6058,R8475
R456,R6753
R5717,R8629
R12154,R8928
R10100,R3793
R12534,R13341
R7202,R7799
R11318,R8460
R16151,R17586
R2039,R5908
R14564,R9880
R3531,R8818
R3263,R6136
R13244,R9216
R10756,R9826
R13621,R14386
R13823,R14575
R14559,R14560
R12674,R9503
R11631,R9303
R12425,R14819
R11592,R6822
R13450,R14994
R10837,R12647
R15366,R16787
R12096,R9838
R15377,R16126
R13061,R8963
R4893,R8266
R3134,R4125
R7692,R9185
R2976,R64
R10861,R17109
R14813,R16617
R3378,R7307
R1602,R2772
R14437,R9789
R12147,R14544
R7076,R9053
R5228,R6626
R14516,R15272
R14953,R16600
R12545,R12963
R2934,R6721
R4715,R6675
R16407,R17073
R1762,R2256
R15226,R8695
R11855,R7657
R1402,R3982
R11087,R9198
R11234,R7446
R13757,R15234
R12667,R14235
R14493,R15979
R6294,R7254
R11235,R6431
R11359,R13898
R1783,R6777
R15310,R15714
R12335,R8994
R15548,R16285
R11516,R13696
R2954,R5289
R2967,R5827
R14516,R17030
R16575,R17508
R12314,R17045
R13084,R5110
R10447,R11339
R12848,R13668
R4564,R5065
R11406,R13210
R5732,R7649
R7393,R8885
R7137,R7632
R2882,R7732
R6532,R8022
R2016,R5408
R5255,R9154
R11613,R7822
R6804,R9769
R6119,R7069
R7771,R8738
R6268,R7306
R6812,R7763
R11102,R16293
R13895,R17114
R12763,R14337
R6062,R9026
R11808,R13112
R10197,R8691
R8206,R8730
R10779,R3002
R4304,R8099
R13310,R15598
R7512,R9001
R13220,R17247
R6807,R8788
R11799,R13523
R13914,R17126
R1623,R3078
R5952,R6898
R5569,R6536
R11724,R5956
R12919,R17332
R10634,R5833
R13464,R14982
R13952,R15830
R11629,R8816
R6154,R8111
R11499,R6754
R12961,R15263
R11898,R12760
R2159,R9984
R2102,R3088
R1776,R2734
R15338,R16410
R12758,R15091
R5478,R9904
R14824,R15577
R12542,R13742
R11891,R5241
R5904,R7818
R13963,R16889
R1403,R5870
R4828,R6245
R12467,R13666
R4602,R6532
R7648,R8615
R14044,R17258
R1191,R3137
R14796,R16305
R12199,R6972
R10676,R4877
R4007,R8809
R1876,R4385
R13478,R8970
R4632,R9970
R11463,R8155
R1394,R3898
R11353,R8004
R14404,R9673
R11394,R8046
R13583,R15125
R14870,R8805
R10631,R4905
R1997,R646
R12556,R13367
R13475,R8965
R1092,R5444
R2102,R5479
R14370,R15136
R6228,R8229
R13889,R9477
R10483,R8045
R11255,R9392
R14761,R16215
R10730,R13751
R13881,R14643
R12540,R6368
R11706,R13395
R10163,R6318
R10101,R14366
R12126,R12642
R11741,R13392
R1242,R7507
R14344,R5689
R1193,R8483
R14280,R8526
R3435,R7309
R14227,R16098
R3531,R8355
R10247,R9252
R2356,R7334
R16463,R17108
R5444,R7854
R11249,R15345
R13908,R9473
R6173,R833
R14235,R9953
R16448,R17371
R5765,R7710
R7825,R9815
R10818,R6443
R4442,R5368
R6918,R7905
R5766,R7245
R10065,R3293
R5699,R7601
R10494,R8539
R10575,R10978
R5579,R9969
R11302,R14615
R10226,R8287
R2319,R841
R1290,R366
R5345,R9246
R2155,R4576
R1876,R5783
R13057,R13867
R3313,R5732
R10200,R12865
R10759,R13768
R10665,R15897
R13793,R9344
R12832,R8691
R13946,R17481
R1931,R951
R11044,R17237
R4841,R5817
R1931,R9207
R11414,R6202
R7919,R9925
R6153,R8090
R3655,R686
R11897,R13994
R5994,R7933
R8366,R9346
R10976,R11432
R12624,R7924
R12733,R16185
R6210,R8161
R14153,R15281
R15521,R8973
R13383,R14153
R5952,R8851
R5941,R9363
R1614,R230
R12151,R5978
R2223,R6571
R1509,R988
R3608,R6446
R5326,R7255
R1225,R7529
R12374,R14371
R12422,R15177
R12925,R14483
R16015,R17027
R12196,R16422
R10866,R7461
R15811,R17161
R1968,R442
R517,R9243
R4815,R53
R6015,R7445
R3096,R9392
R10196,R6277
R12135,R12620
R10483,R6563
R11888,R16255
R14397,R15895
R1845,R2
R1563,R3051
R14668,R16123
R11397,R7091
R10101,R9583
R11369,R6113
R10714,R13340
R15950,R16677
R2041,R5890
R4804,R6824
R14954,R17095
R11613,R6337
